age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
44,management,married,secondary,no,-3157,yes,no,cellular,20,may,85,1,-1,0,unknown,no
19,blue-collar,married,tertiary,no,-3697,yes,no,cellular,18,jun,590,18,-1,0,unknown,no
34,blue-collar,married,tertiary,no,4627,no,yes,cellular,10,aug,48,10,134,2,success,no
50,management,married,secondary,no,920,no,no,cellular,24,nov,258,24,123,5,failure,no
26,blue-collar,divorced,secondary,no,693,yes,no,unknown,20,mar,97,20,-1,0,unknown,no
60,admin.,married,unknown,no,1590,yes,no,unknown,21,nov,22,26,-1,0,unknown,no
65,management,married,primary,no,6216,no,no,cellular,4,dec,65,3,-1,0,unknown,no
56,technician,married,primary,no,1770,yes,yes,unknown,30,nov,525,14,359,4,other,no
59,admin.,married,secondary,no,1088,yes,no,cellular,2,apr,622,8,-1,0,unknown,no
43,admin.,divorced,tertiary,no,-490,yes,no,unknown,30,sep,140,16,-1,0,unknown,no
67,blue-collar,married,secondary,no,3218,no,no,cellular,14,jul,250,18,-1,0,unknown,no
42,retired,married,unknown,no,1228,no,no,unknown,22,jan,189,9,-1,0,unknown,no
41,technician,single,secondary,no,6378,no,no,unknown,1,dec,84,4,-1,0,unknown,no
30,management,married,secondary,no,939,no,no,cellular,28,may,109,27,-1,0,unknown,no
77,management,married,secondary,no,4444,no,no,cellular,8,may,193,25,-1,0,unknown,no
24,technician,married,primary,no,-711,yes,no,cellular,11,feb,306,1,-1,0,unknown,no
74,blue-collar,married,tertiary,no,-740,no,no,cellular,1,may,111,21,-1,0,unknown,no
53,unemployed,married,secondary,no,-4058,no,no,cellular,5,jul,309,26,-1,0,unknown,no
62,entrepreneur,married,tertiary,no,3805,yes,yes,cellular,25,nov,836,23,-1,0,unknown,yes
37,blue-collar,single,primary,no,1307,yes,no,cellular,13,dec,6,14,-1,0,unknown,no
82,management,married,secondary,no,3340,no,no,cellular,17,may,46,11,-1,0,unknown,no
25,admin.,single,primary,no,6510,yes,no,cellular,10,may,639,4,-1,0,unknown,yes
33,technician,single,primary,no,-1118,yes,no,cellular,23,may,19,28,-1,0,unknown,no
31,admin.,married,secondary,no,-1571,no,no,cellular,30,jun,373,28,80,4,other,no
93,unknown,married,secondary,no,-939,no,no,cellular,7,nov,252,21,18,3,other,no
32,technician,married,secondary,no,-4888,no,yes,cellular,13,may,12,16,-1,0,unknown,no
83,technician,single,secondary,no,842,yes,no,cellular,21,may,0,27,-1,0,unknown,no
49,self-employed,single,secondary,no,4074,yes,no,cellular,4,nov,179,9,389,1,success,no
80,unknown,single,tertiary,no,1569,no,yes,cellular,25,jul,32,22,-1,0,unknown,no
68,unemployed,married,tertiary,no,-3290,no,yes,cellular,21,may,530,29,-1,0,unknown,no
42,admin.,divorced,secondary,no,351,yes,no,cellular,13,aug,169,14,-1,0,unknown,no
75,admin.,married,tertiary,no,1797,no,no,cellular,1,apr,68,6,-1,0,unknown,no
80,services,married,tertiary,no,4309,yes,no,unknown,25,sep,47,2,-1,0,unknown,no
79,technician,married,primary,no,3811,no,no,cellular,11,jun,466,1,-1,0,unknown,no
39,admin.,married,secondary,no,385,no,no,cellular,28,aug,327,20,-1,0,unknown,no
75,management,married,tertiary,no,380,no,no,unknown,21,jun,326,26,-1,0,unknown,no
75,unknown,single,primary,no,3204,no,yes,unknown,9,may,23,19,-1,0,unknown,no
66,services,single,secondary,no,-357,no,no,cellular,13,jul,252,27,-1,0,unknown,no
69,blue-collar,single,secondary,no,3988,no,no,unknown,11,may,525,23,-1,0,unknown,no
59,blue-collar,married,secondary,no,-554,yes,no,cellular,27,may,374,7,-1,0,unknown,no
87,technician,single,primary,yes,6075,yes,yes,telephone,8,jul,32,22,-1,0,unknown,no
32,blue-collar,married,secondary,no,2127,yes,yes,unknown,29,may,769,15,-1,0,unknown,yes
71,technician,married,primary,no,-4456,yes,no,unknown,28,aug,18,5,-1,0,unknown,no
77,admin.,married,primary,no,3343,yes,no,cellular,26,jul,210,3,189,5,failure,no
25,blue-collar,married,secondary,no,2186,no,no,unknown,7,may,748,15,-1,0,unknown,yes
70,admin.,married,tertiary,no,2880,no,no,cellular,29,may,445,4,316,7,failure,no
77,unknown,married,secondary,no,8177,no,no,unknown,27,nov,294,29,-1,0,unknown,no
22,technician,married,secondary,no,638,yes,no,cellular,28,mar,500,5,-1,0,unknown,no
85,blue-collar,divorced,tertiary,no,-3235,no,no,unknown,22,aug,288,4,-1,0,unknown,no
23,management,married,tertiary,no,5224,yes,no,cellular,25,may,14,3,-1,0,unknown,no
64,admin.,divorced,secondary,no,-3916,no,no,cellular,30,may,111,2,-1,0,unknown,no
72,admin.,single,primary,no,-817,no,no,telephone,28,jul,143,5,324,2,failure,no
57,blue-collar,married,secondary,no,1548,no,no,cellular,20,sep,203,18,-1,0,unknown,no
69,entrepreneur,single,secondary,no,-1274,yes,yes,cellular,15,aug,67,2,-1,0,unknown,no
33,housemaid,married,secondary,no,1230,no,no,cellular,15,jul,549,15,-1,0,unknown,no
30,management,single,secondary,no,1014,no,no,cellular,21,jun,66,18,-1,0,unknown,no
47,unemployed,married,unknown,no,6029,yes,no,cellular,12,jun,276,18,-1,0,unknown,no
36,blue-collar,divorced,tertiary,no,-5843,yes,no,cellular,17,jun,539,8,-1,0,unknown,no
34,blue-collar,single,tertiary,no,1684,yes,no,cellular,23,may,340,12,-1,0,unknown,no
80,management,single,tertiary,no,-1340,yes,no,unknown,6,jul,37,23,67,4,failure,no
36,blue-collar,single,secondary,no,-265,no,no,cellular,13,may,780,9,-1,0,unknown,no
75,entrepreneur,married,secondary,no,3462,yes,no,cellular,16,jul,24,19,-1,0,unknown,no
72,management,married,tertiary,no,2976,no,no,cellular,27,jul,57,1,-1,0,unknown,no
79,entrepreneur,married,primary,no,2450,no,no,unknown,23,nov,38,22,-1,0,unknown,no
40,blue-collar,married,primary,no,-2351,no,no,unknown,1,jun,283,25,-1,0,unknown,no
26,technician,married,secondary,no,4980,yes,no,unknown,13,jul,424,29,-1,0,unknown,no
29,admin.,divorced,secondary,no,-1205,no,no,telephone,7,jul,70,17,-1,0,unknown,no
18,services,married,secondary,no,5581,no,no,cellular,13,jul,999,1,-1,0,unknown,yes
75,retired,divorced,secondary,no,-526,no,yes,cellular,7,may,38,20,-1,0,unknown,no
18,housemaid,single,secondary,no,4514,no,no,cellular,8,may,97,26,-1,0,unknown,no
51,admin.,married,tertiary,no,1727,yes,no,unknown,18,jul,173,17,-1,0,unknown,no
65,entrepreneur,divorced,secondary,no,-3600,no,no,unknown,17,sep,426,25,-1,0,unknown,no
18,student,married,tertiary,no,355,no,no,cellular,16,aug,121,6,-1,0,unknown,no
33,technician,divorced,tertiary,no,6529,yes,yes,cellular,28,jun,51,5,-1,0,unknown,no
78,housemaid,married,secondary,no,3892,yes,no,cellular,17,may,161,27,-1,0,unknown,no
81,unknown,married,tertiary,no,116,no,no,cellular,8,aug,166,5,-1,0,unknown,no
80,blue-collar,married,secondary,no,5332,yes,yes,telephone,7,nov,4,11,-1,0,unknown,no
86,unemployed,married,tertiary,no,2267,no,no,unknown,25,may,5,11,-1,0,unknown,no
39,unknown,married,primary,no,6350,yes,no,unknown,18,aug,83,11,-1,0,unknown,no
84,blue-collar,married,tertiary,no,1184,no,no,unknown,4,may,348,12,-1,0,unknown,no
93,services,married,primary,no,546,no,yes,cellular,24,nov,117,12,-1,0,unknown,no
43,housemaid,divorced,secondary,no,4386,no,yes,cellular,22,jul,61,2,-1,0,unknown,no
33,blue-collar,married,tertiary,no,2177,no,no,cellular,2,may,30,3,229,6,failure,no
68,retired,married,tertiary,no,3094,no,no,cellular,16,feb,84,28,-1,0,unknown,no
74,technician,single,tertiary,yes,-1165,no,yes,cellular,26,aug,169,7,-1,0,unknown,no
46,blue-collar,single,primary,no,4935,no,no,cellular,18,jul,25,20,-1,0,unknown,no
86,admin.,divorced,tertiary,no,4368,no,no,unknown,23,jul,3,14,-1,0,unknown,no
64,unknown,married,tertiary,no,5476,yes,no,cellular,25,jun,35,22,40,1,other,no
79,services,married,secondary,no,-2657,no,no,cellular,8,jul,345,16,-1,0,unknown,no
86,admin.,married,secondary,no,-2066,yes,no,cellular,14,sep,162,24,-1,0,unknown,no
93,management,married,tertiary,no,-818,no,no,cellular,18,nov,151,14,-1,0,unknown,no
33,admin.,divorced,tertiary,no,703,yes,yes,cellular,19,may,5,17,-1,0,unknown,no
65,blue-collar,married,unknown,no,-2576,yes,no,unknown,24,jun,320,15,-1,0,unknown,no
56,self-employed,divorced,secondary,no,3333,yes,no,unknown,4,may,58,11,65,9,other,no
50,housemaid,married,secondary,no,107,yes,no,unknown,22,may,24,13,-1,0,unknown,no
40,admin.,divorced,tertiary,no,5189,yes,yes,cellular,28,aug,476,6,-1,0,unknown,yes
27,admin.,married,primary,no,7718,yes,no,unknown,14,may,171,17,-1,0,unknown,no
86,entrepreneur,divorced,primary,no,-360,no,no,cellular,2,may,356,12,-1,0,unknown,no
51,unknown,divorced,secondary,no,-879,yes,no,telephone,30,sep,445,28,-1,0,unknown,no
69,management,divorced,secondary,no,3663,yes,no,unknown,17,jan,862,28,363,7,failure,no
27,management,married,secondary,no,1712,no,no,unknown,6,sep,252,24,-1,0,unknown,no
36,services,married,secondary,no,2531,yes,yes,cellular,8,may,18,4,-1,0,unknown,no
75,self-employed,single,unknown,no,5410,no,no,cellular,29,may,210,21,-1,0,unknown,no
18,blue-collar,married,secondary,no,606,yes,no,cellular,16,may,183,10,267,2,failure,no
86,technician,married,secondary,no,-1775,no,yes,cellular,21,oct,15,18,-1,0,unknown,no
21,technician,married,secondary,no,-2269,yes,no,cellular,1,nov,94,19,-1,0,unknown,no
33,self-employed,married,secondary,no,890,yes,no,cellular,26,jul,137,7,-1,0,unknown,no
41,admin.,married,primary,no,366,no,no,unknown,18,jun,45,23,224,3,success,no
19,services,married,secondary,no,4016,yes,no,telephone,3,jun,2,12,-1,0,unknown,no
49,retired,married,secondary,no,5599,no,no,unknown,29,jul,364,11,-1,0,unknown,no
41,technician,married,unknown,no,5587,yes,no,unknown,29,nov,492,24,-1,0,unknown,no
29,admin.,married,secondary,no,-681,no,no,cellular,28,nov,67,29,-1,0,unknown,no
67,entrepreneur,married,tertiary,no,-987,no,yes,unknown,18,sep,0,3,-1,0,unknown,no
52,self-employed,married,secondary,no,-4018,yes,no,telephone,25,jul,569,2,-1,0,unknown,no
50,entrepreneur,divorced,tertiary,no,1431,no,no,cellular,10,may,37,2,-1,0,unknown,no
50,self-employed,divorced,secondary,no,4076,yes,no,cellular,2,may,133,22,148,7,other,no
78,retired,divorced,secondary,no,-698,no,no,unknown,19,jul,117,2,-1,0,unknown,no
68,entrepreneur,divorced,secondary,no,-3018,no,no,unknown,30,may,46,27,-1,0,unknown,no
60,services,married,secondary,no,7079,yes,no,cellular,30,apr,235,15,-1,0,unknown,no
29,blue-collar,single,tertiary,no,-693,yes,yes,cellular,25,jun,646,4,351,2,success,yes
84,unknown,married,secondary,no,1084,no,no,unknown,11,jul,186,25,85,3,other,no
82,technician,single,tertiary,no,22,no,no,cellular,19,jul,931,26,-1,0,unknown,yes
50,services,married,primary,no,-2578,no,yes,unknown,24,apr,54,3,-1,0,unknown,no
57,management,single,secondary,no,4127,no,no,cellular,24,jun,486,17,-1,0,unknown,no
91,technician,married,secondary,no,-3824,yes,no,cellular,27,jul,76,2,350,9,failure,no
60,admin.,married,primary,no,4795,no,no,cellular,30,nov,74,26,-1,0,unknown,no
61,entrepreneur,single,tertiary,no,2226,no,no,cellular,3,feb,32,29,-1,0,unknown,no
46,unknown,married,secondary,no,615,yes,no,unknown,10,jul,514,10,-1,0,unknown,no
30,management,married,secondary,no,666,yes,no,unknown,16,apr,333,7,63,8,failure,no
29,admin.,married,secondary,no,2784,no,no,unknown,30,may,107,9,278,3,other,no
63,admin.,married,secondary,no,-506,no,yes,unknown,30,may,110,25,-1,0,unknown,no
19,self-employed,married,primary,no,1952,yes,no,cellular,28,may,480,20,182,4,failure,no
52,management,divorced,tertiary,no,-1242,no,no,cellular,26,aug,677,15,-1,0,unknown,no
25,services,married,tertiary,no,-5031,yes,no,unknown,3,sep,237,8,-1,0,unknown,no
43,management,married,secondary,no,3272,no,yes,cellular,24,may,134,17,255,7,other,no
91,services,married,secondary,no,8733,yes,no,telephone,19,jun,14,27,-1,0,unknown,no
51,management,single,primary,no,3120,yes,no,cellular,20,may,34,11,-1,0,unknown,no
24,housemaid,single,secondary,no,1279,yes,no,cellular,21,jun,39,16,6,9,other,no
85,blue-collar,single,secondary,no,232,no,yes,unknown,7,may,83,22,-1,0,unknown,no
75,blue-collar,single,secondary,no,326,yes,no,cellular,17,may,76,24,215,4,other,no
92,services,divorced,tertiary,no,231,no,no,cellular,8,may,201,18,230,8,success,yes
46,blue-collar,single,secondary,no,2018,yes,yes,telephone,3,aug,744,24,-1,0,unknown,no
53,blue-collar,single,secondary,no,-5737,no,no,cellular,7,apr,510,4,133,9,failure,no
38,admin.,married,primary,no,-6258,yes,no,cellular,27,jul,183,18,-1,0,unknown,no
53,retired,single,tertiary,no,2775,yes,no,unknown,10,may,4,20,-1,0,unknown,no
27,technician,married,secondary,no,824,yes,no,cellular,27,aug,18,8,-1,0,unknown,no
90,entrepreneur,single,tertiary,no,-1535,yes,no,unknown,19,may,507,15,-1,0,unknown,no
41,management,single,secondary,no,-1617,no,no,cellular,25,mar,86,13,20,7,failure,no
81,unknown,single,secondary,no,-251,yes,no,unknown,15,jun,98,4,-1,0,unknown,no
66,admin.,single,tertiary,no,166,yes,no,cellular,26,dec,38,29,-1,0,unknown,no
53,unemployed,married,secondary,no,5692,yes,yes,unknown,15,aug,65,14,373,7,failure,no
41,blue-collar,married,secondary,yes,-1788,yes,no,cellular,5,jul,73,15,-1,0,unknown,no
40,unemployed,married,tertiary,no,3713,yes,no,cellular,3,may,137,15,-1,0,unknown,no
79,services,divorced,primary,no,3192,yes,no,cellular,3,apr,251,24,351,1,failure,no
54,management,single,tertiary,no,793,no,no,unknown,29,aug,112,23,-1,0,unknown,no
29,entrepreneur,single,secondary,no,3716,yes,no,cellular,4,aug,154,5,-1,0,unknown,no
72,technician,single,secondary,no,2747,no,yes,cellular,15,jun,51,24,-1,0,unknown,no
30,technician,single,secondary,no,-2346,yes,no,telephone,16,may,14,15,-1,0,unknown,no
40,retired,divorced,secondary,no,-357,yes,yes,unknown,5,aug,110,18,-1,0,unknown,no
47,retired,single,secondary,no,2585,no,no,cellular,21,jul,16,3,-1,0,unknown,no
34,technician,single,tertiary,no,-371,no,no,cellular,8,may,91,20,-1,0,unknown,no
79,technician,single,secondary,no,3254,yes,no,unknown,10,may,468,10,-1,0,unknown,no
30,technician,married,secondary,no,4909,yes,no,cellular,22,apr,117,5,-1,0,unknown,no
76,unemployed,single,secondary,no,1340,yes,no,cellular,21,jul,55,5,-1,0,unknown,no
36,blue-collar,married,secondary,no,-395,no,no,unknown,2,aug,599,15,-1,0,unknown,no
66,housemaid,married,unknown,no,-736,no,no,cellular,14,aug,263,1,-1,0,unknown,no
29,unknown,single,secondary,no,329,no,no,cellular,5,aug,1146,1,-1,0,unknown,yes
78,management,married,primary,no,119,yes,no,cellular,7,nov,92,16,274,1,failure,no
36,admin.,divorced,primary,no,4014,no,no,cellular,11,may,57,28,-1,0,unknown,no
93,admin.,married,primary,no,-337,no,no,cellular,3,may,91,27,-1,0,unknown,no
26,technician,married,secondary,no,894,no,no,cellular,30,apr,431,17,349,5,other,no
88,unknown,married,primary,no,3761,yes,yes,unknown,12,nov,42,14,-1,0,unknown,no
45,retired,married,secondary,no,432,yes,no,cellular,14,jul,71,15,180,7,success,no
69,technician,married,secondary,no,89,no,no,unknown,23,aug,312,14,323,3,failure,no
33,management,married,secondary,no,4036,no,no,unknown,29,jul,345,21,-1,0,unknown,no
86,blue-collar,married,secondary,no,4902,yes,yes,cellular,1,may,823,2,-1,0,unknown,yes
29,blue-collar,married,secondary,no,1537,no,no,unknown,29,may,1011,3,265,4,failure,yes
42,technician,married,secondary,no,6404,no,yes,cellular,22,sep,281,24,363,4,failure,no
69,unknown,single,secondary,no,1919,yes,no,cellular,16,apr,116,12,-1,0,unknown,no
70,retired,married,tertiary,no,4051,yes,no,cellular,15,nov,155,26,382,7,failure,no
40,technician,single,secondary,no,7287,yes,yes,unknown,1,may,149,24,316,2,failure,no
33,self-employed,single,tertiary,no,-464,yes,no,cellular,23,jan,126,28,-1,0,unknown,no
74,admin.,married,unknown,no,-141,no,no,cellular,22,apr,106,26,-1,0,unknown,no
56,self-employed,divorced,secondary,no,3820,yes,no,telephone,13,oct,47,2,-1,0,unknown,no
70,unknown,single,tertiary,no,940,no,yes,cellular,26,apr,117,8,-1,0,unknown,no
59,blue-collar,single,unknown,no,-1400,yes,no,cellular,27,may,898,27,-1,0,unknown,yes
75,unemployed,married,secondary,no,374,yes,no,cellular,15,may,551,12,-1,0,unknown,no
56,services,single,secondary,no,-2822,no,yes,cellular,17,feb,247,9,-1,0,unknown,no
31,unknown,single,primary,no,1495,no,no,cellular,9,jul,55,26,-1,0,unknown,no
22,retired,married,primary,no,1911,yes,no,cellular,5,dec,544,14,107,1,failure,no
52,blue-collar,married,tertiary,no,4676,no,yes,cellular,27,sep,96,26,-1,0,unknown,no
92,unknown,married,secondary,no,4963,yes,no,unknown,23,may,203,6,-1,0,unknown,no
35,unknown,single,primary,no,470,yes,no,cellular,12,oct,626,17,-1,0,unknown,no
93,housemaid,married,secondary,no,7744,no,no,cellular,17,jun,105,11,18,9,failure,no
26,services,single,secondary,no,-1799,yes,no,unknown,11,may,631,27,-1,0,unknown,no
91,unknown,married,secondary,no,-2778,no,no,cellular,11,jul,69,19,-1,0,unknown,no
75,blue-collar,single,secondary,no,-2304,no,no,cellular,24,may,681,21,-1,0,unknown,no
34,unknown,married,tertiary,no,-2091,yes,no,cellular,8,sep,114,13,-1,0,unknown,no
24,blue-collar,married,primary,no,3696,no,no,cellular,15,jul,121,3,41,3,failure,no
63,services,married,tertiary,no,6468,yes,no,cellular,25,may,207,3,-1,0,unknown,no
30,services,married,secondary,no,6591,no,yes,cellular,2,jul,109,25,75,2,other,no
57,retired,married,tertiary,no,-4231,yes,yes,cellular,22,jun,154,21,-1,0,unknown,no
59,entrepreneur,married,tertiary,no,3992,no,no,cellular,10,jun,179,14,-1,0,unknown,no
26,services,married,secondary,no,6003,no,no,cellular,21,may,174,8,-1,0,unknown,no
67,retired,divorced,primary,no,4415,yes,no,cellular,22,jun,837,7,69,5,other,yes
44,services,single,primary,no,-478,no,no,cellular,14,jul,85,4,213,7,failure,no
83,entrepreneur,married,tertiary,no,1927,yes,no,telephone,5,aug,86,3,-1,0,unknown,no
22,management,married,secondary,no,-1432,no,no,unknown,27,nov,469,19,-1,0,unknown,no
46,admin.,married,tertiary,no,3664,no,no,cellular,17,mar,128,27,-1,0,unknown,no
54,technician,single,primary,no,-2968,yes,no,cellular,18,jul,19,2,-1,0,unknown,no
55,admin.,married,secondary,no,3478,yes,no,cellular,19,aug,169,5,270,6,failure,no
25,management,married,primary,no,-708,yes,yes,cellular,7,apr,206,12,-1,0,unknown,no
82,admin.,married,secondary,no,2511,yes,no,unknown,26,nov,248,2,-1,0,unknown,no
34,admin.,single,tertiary,no,661,yes,no,cellular,25,may,69,18,-1,0,unknown,no
88,unknown,married,tertiary,no,340,yes,no,cellular,18,aug,934,15,-1,0,unknown,yes
62,student,single,tertiary,no,4262,yes,no,unknown,12,jul,344,16,-1,0,unknown,no
21,management,married,primary,no,6001,no,no,cellular,15,jul,328,12,208,7,other,no
53,unknown,married,secondary,no,-1172,yes,no,unknown,29,sep,532,12,79,3,other,no
87,admin.,married,secondary,no,1981,yes,no,cellular,14,nov,6,28,-1,0,unknown,no
48,blue-collar,married,tertiary,no,-1837,yes,no,unknown,10,dec,245,4,-1,0,unknown,no
36,blue-collar,married,secondary,no,40,no,no,unknown,17,jul,439,22,-1,0,unknown,no
78,management,married,secondary,no,-758,no,no,unknown,1,may,9,28,-1,0,unknown,no
71,management,married,secondary,no,-2355,yes,no,unknown,4,sep,364,22,-1,0,unknown,no
56,management,married,secondary,no,4599,no,no,cellular,9,jul,1180,8,-1,0,unknown,yes
91,management,married,tertiary,no,1732,no,no,cellular,4,may,232,11,-1,0,unknown,no
36,blue-collar,divorced,tertiary,no,-217,no,no,cellular,19,nov,142,22,-1,0,unknown,no
56,technician,married,secondary,no,1247,no,no,unknown,26,aug,155,22,-1,0,unknown,no
84,technician,single,secondary,no,5010,yes,no,cellular,24,jun,293,4,-1,0,unknown,no
62,technician,married,secondary,no,4504,yes,yes,cellular,25,jun,217,12,-1,0,unknown,no
30,technician,married,secondary,no,3096,yes,yes,cellular,5,dec,399,21,-1,0,unknown,no
75,retired,married,secondary,no,-586,no,no,cellular,18,may,141,27,-1,0,unknown,no
37,admin.,married,secondary,no,1780,yes,no,cellular,15,apr,139,23,-1,0,unknown,no
89,student,married,tertiary,no,-1850,no,no,cellular,20,jul,353,10,-1,0,unknown,no
78,technician,married,tertiary,no,1160,yes,no,cellular,26,oct,267,27,-1,0,unknown,no
56,technician,single,secondary,no,4355,yes,yes,cellular,8,jul,388,9,-1,0,unknown,no
18,blue-collar,married,tertiary,no,4911,no,no,unknown,2,aug,562,16,258,8,failure,no
